[20190327_165618 / views.py:14143]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M5).(NumOfUnits-8000).(Bars-ALL-20190326_110835).20190307_094255.csv
slice by	through
this file	no-44.[ups-downs-in_BB].[v-1.0].(EURJPY-M5).(20190327_165613).csv
pair	EURJPY
timeframe	M5
start	2018.05.18 04:55
end	2019.03.26 05:00
bars	58414



[20190327_165618 / views.py:14162]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
210	2018.05.23 10:10	2018.05.23 10:15	129.508	129.573	129.487	129.660	129.833	130.006	130.179
211	2018.05.23 10:40	2018.05.23 10:45	129.045	129.070	129.032	129.329	129.625	129.922	130.218
212	2018.05.23 11:10	2018.05.23 11:15	128.835	128.841	128.486	128.895	129.304	129.713	130.123
213	2018.05.23 12:45	2018.05.23 12:50	128.415	128.509	128.471	128.607	128.744	128.880	129.016
214	2018.05.23 13:00	2018.05.23 13:05	128.560	128.621	128.398	128.548	128.698	128.849	128.999
215	2018.05.23 13:15	2018.05.23 13:20	128.607	128.740	128.382	128.524	128.666	128.808	128.950
216	2018.05.23 14:20	2018.05.23 14:25	128.414	128.429	128.364	128.478	128.591	128.705	128.818
217	2018.05.23 14:50	2018.05.23 14:55	128.344	128.382	128.240	128.392	128.543	128.695	128.846
218	2018.05.23 14:55	2018.05.23 15:00	128.382	128.464	128.223	128.377	128.532	128.687	128.841
219	2018.05.23 15:00	2018.05.23 15:05	128.464	128.466	128.223	128.371	128.518	128.666	128.814
220	2018.05.23 15:05	2018.05.23 15:10	128.466	128.603	128.226	128.365	128.505	128.644	128.784
221	2018.05.23 15:10	2018.05.23 15:15	128.603	128.656	128.236	128.367	128.498	128.629	128.760
222	2018.05.23 15:15	2018.05.23 15:20	128.656	128.663	128.243	128.369	128.495	128.620	128.746
223	2018.05.23 15:20	2018.05.23 15:25	128.663	128.677	128.244	128.369	128.494	128.620	128.745
224	2018.05.23 15:25	2018.05.23 15:30	128.677	128.700	128.255	128.373	128.490	128.608	128.725
225	2018.05.23 15:30	2018.05.23 15:35	128.700	128.753	128.252	128.372	128.491	128.611	128.730
226	2018.05.23 16:15	2018.05.23 16:20	128.844	128.909	128.292	128.436	128.580	128.725	128.869
227	2018.05.23 16:20	2018.05.23 16:25	128.909	128.920	128.302	128.454	128.607	128.760	128.913
228	2018.05.23 16:25	2018.05.23 16:30	128.920	128.946	128.341	128.490	128.639	128.788	128.936
229	2018.05.23 16:40	2018.05.23 16:45	128.933	128.957	128.440	128.579	128.719	128.858	128.997
230	2018.05.23 17:05	2018.05.23 17:10	129.005	129.034	128.512	128.651	128.791	128.930	129.069
231	2018.05.23 18:15	2018.05.23 18:20	128.717	128.726	128.573	128.702	128.831	128.960	129.088
232	2018.05.23 18:20	2018.05.23 18:25	128.726	128.768	128.563	128.692	128.820	128.949	129.077
233	2018.05.23 18:25	2018.05.23 18:30	128.768	128.801	128.561	128.686	128.811	128.936	129.061
234	2018.05.23 19:00	2018.05.23 19:05	128.711	128.858	128.606	128.676	128.747	128.817	128.888
